configuration,family,run_order,mcv_count,fd_count,total_count,subset_seed,phase,repetition,seconds,mcv_ids,fd_ids
mcv_24_s2,mcv_only,14,24,0,24,2,measured,3,0.20582876799744554,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,4,0.21384143900650088,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,5,0.21096963200398022,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
mcv_24_s2,mcv_only,14,24,0,24,2,measured,6,0.20713330800208496,1;2;3;4;6;7;8;10;11;12;13;18;20;21;22;24;25;26;27;28;29;30;32;34,
fd_12_s1,fd_only,15,0,12,12,1,warmup,0,0.18165211299492512,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,0,0.17813469899556367,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,1,0.18100768700242043,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,2,0.18299198099703062,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,3,0.18120631299825618,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,4,0.18108168100297917,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,5,0.17116281999915373,,1;3;6;8;10;15;18;19;24;28;30;31
fd_12_s1,fd_only,15,0,12,12,1,measured,6,0.18352281300030882,,1;3;6;8;10;15;18;19;24;28;30;31
fd_24_s1,fd_only,16,0,24,24,1,warmup,0,0.25584144100139383,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,0,0.25498101500124903,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,1,0.2643160040024668,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,2,0.24996854399796575,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,3,0.26253496400022414,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,4,0.2646695999937947,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,5,0.25354900999809615,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_24_s1,fd_only,16,0,24,24,1,measured,6,0.24929802199767437,,0;1;2;3;4;6;7;8;9;10;11;12;13;14;16;19;20;21;22;27;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,warmup,0,0.28805724599806126,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,0,0.30233164099627174,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,1,0.3058669989986811,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,2,0.3043364990007831,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,3,0.3025228510014131,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,4,0.3032670030006557,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,5,0.3061308870019275,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
fd_28_s0,fd_only,17,0,28,28,0,measured,6,0.3051436929963529,,0;1;2;3;4;5;6;7;8;9;11;12;14;15;16;18;19;21;22;23;24;25;26;29;30;31;32;33
mcv_36_s0,mcv_only,18,36,0,36,0,warmup,0,0.2756539139954839,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,0,0.2827342409946141,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,1,0.2765397959956317,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,2,0.2641854550020071,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,3,0.2804790049995063,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,4,0.2756195070032845,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,5,0.27938328399613965,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
mcv_36_s0,mcv_only,18,36,0,36,0,measured,6,0.2830916290040477,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,
fd_12_s2,fd_only,19,0,12,12,2,warmup,0,0.2195031880037277,,2;8;11;12;13;20;23;25;26;30;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,0,0.20548881699505728,,2;8;11;12;13;20;23;25;26;30;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,1,0.20987489400431514,,2;8;11;12;13;20;23;25;26;30;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,2,0.20543307000480127,,2;8;11;12;13;20;23;25;26;30;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,3,0.20968165600061184,,2;8;11;12;13;20;23;25;26;30;32;33
fd_12_s2,fd_only,19,0,12,12,2,measured,4,0.20410495800024364,,2;8;11;12;13;20;23;25;26;30;32;33
