candidate,mechanism,cost,selection_frequency,selected_splits,train_structural,test_structural,train_consumers,test_consumers,train_positive,train_negative,test_positive,test_negative,train_benefit,test_benefit
mcv:623,mcv,266,1.0,10,44,16,38,13,27,11,5,8,9.413263322813902,0.5027014114345556
fd:324,fd,27,0.2,2,4,0,2,0,2,0,0,0,0.09106000493984112,0.0
mcv:1834,mcv,308,0.9,9,22,5,18,4,14,4,3,1,5.563476064634812,1.0670461021744035
mcv:40,mcv,840,1.0,10,79,21,75,21,50,25,15,6,205.089247154614,24.97444351193832
mcv:824,mcv,244,0.7,7,30,5,26,4,22,4,4,0,0.388326509349491,0.02755314362195982
fd:43,fd,27,0.9,9,23,4,12,2,12,0,1,1,0.028916346304594276,-0.00857417353789236
mcv:1434,mcv,518,0.3,3,8,4,4,2,4,0,1,1,0.500849330622267,0.022142336059075785
mcv:833,mcv,388,0.5,5,20,5,15,4,12,0,4,0,35.71247704856494,3817.6067148408783
fd:52,fd,27,0.3,3,10,2,4,1,3,1,0,1,0.007951360270124885,-0.01277592282389417
mcv:122,mcv,540,0.1,1,7,1,7,1,5,2,1,0,0.46304276405915834,0.0017969868155043311
mcv:1800,mcv,2170,0.9,9,21,6,14,3,14,0,3,0,115.94054864743102,0.9006506094558793
fd:180,fd,27,0.9,9,34,11,9,3,9,0,3,0,0.04592709046944088,0.016675006231448686
fd:726,fd,27,0.6,6,6,0,6,0,6,0,0,0,1.3139624719801979,0.0
mcv:970,mcv,512,0.5,5,22,3,5,0,5,0,0,0,1.9350542182531882,0.0
fd:125,fd,27,0.9,9,33,12,10,5,9,1,5,0,0.013069581258674301,0.012746703893085964
fd:70,fd,27,0.5,5,19,1,10,1,5,5,0,1,0.0027675863676757118,-0.03330474891432367
mcv:1946,mcv,948,0.6,6,11,1,7,0,6,1,0,0,5.225261868967751,0.0
mcv:1052,mcv,796,1.0,10,32,8,11,3,11,0,0,3,144.2101528545783,-3.040841195548805
mcv:1891,mcv,678,0.2,2,4,0,2,0,2,0,0,0,0.42880152739138544,0.0
mcv:570,mcv,340,0.1,1,6,0,5,0,4,1,0,0,0.9153297144803911,0.0
fd:326,fd,41,0.9,9,32,4,16,2,16,0,1,1,2.3534866681771067,0.004823690721393881
fd:683,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.09714866213474349,0.0
mcv:753,mcv,410,0.7,7,25,10,19,9,15,4,3,6,4.296398884989778,-1.7866234604776117
mcv:1473,mcv,896,0.4,4,10,2,4,0,4,0,0,0,3.9298248947103755,0.0
mcv:588,mcv,540,0.3,3,15,3,8,2,8,0,2,0,0.8344156290196281,0.5326073502469506
mcv:826,mcv,366,1.0,10,39,11,36,8,28,8,3,5,2670.147723684998,342.08716900768775
mcv:2211,mcv,320,0.8,8,8,0,8,0,8,0,0,0,1.4770142616944042,0.0
mcv:170,mcv,724,0.5,5,38,2,32,1,16,16,0,1,28.968779616676834,-0.03323244294183425
fd:219,fd,27,0.8,8,40,8,28,7,16,12,5,2,0.2595247114661905,0.1248657699260236
mcv:835,mcv,922,1.0,10,41,9,26,5,26,0,3,2,8.212129896729888,-14.15442254707223
mcv:60,mcv,218,0.1,1,6,3,5,1,3,2,1,0,7.472022872334959,4.303683223554426
mcv:1793,mcv,910,0.5,5,11,4,10,3,6,4,0,3,0.6665134013960754,-0.000426757576877268
mcv:1018,mcv,614,0.8,8,25,7,19,3,16,3,0,3,3.235991487263252,-0.03346576758485087
fd:655,fd,27,0.4,4,6,2,4,2,4,0,0,2,0.09506362392431722,-0.08785699469755093
mcv:362,mcv,576,0.5,5,27,3,18,1,18,0,1,0,3.8488968375444728,0.02159479294791411
fd:301,fd,27,0.2,2,9,1,3,0,3,0,0,0,0.0003972920980466199,0.0
fd:127,fd,41,0.7,7,24,4,12,3,8,4,0,3,0.02454392520077886,-0.014185938687951705
mcv:197,mcv,646,0.9,9,49,14,46,12,33,13,7,5,7.175556390285768,0.05546919424542862
fd:191,fd,27,1.0,10,35,5,18,1,18,0,1,0,0.33832112980598894,0.017880881459403364
mcv:1875,mcv,748,0.6,6,10,2,6,1,6,0,0,1,4.066016865759378,-0.23061330724241325
fd:255,fd,27,0.1,1,2,0,1,0,1,0,0,0,0.0008244597466862125,0.0
mcv:1109,mcv,958,0.5,5,18,2,6,1,5,1,0,1,0.7077315857748405,-0.03964968305492533
fd:20,fd,27,1.0,10,18,2,17,2,17,0,2,0,2.6069906319080793,0.3389887181917721
mcv:691,mcv,958,1.0,10,39,11,20,9,15,5,4,5,9.749080871600308,-122.53974642619158
mcv:35,mcv,148,0.2,2,11,9,11,9,7,4,4,5,0.6339219466609158,-0.02442039951263708
mcv:1365,mcv,340,0.8,8,26,6,11,0,8,3,0,0,1.1997240898174033,0.0
mcv:2204,mcv,222,0.3,3,3,0,3,0,3,0,0,0,0.45498399813722346,0.0
mcv:883,mcv,196,0.1,1,4,1,2,1,1,1,0,1,0.034194578164041145,-0.00938923328962371
mcv:1429,mcv,414,0.8,8,30,2,22,2,22,0,2,0,6.450401093377539,0.3013870454130576
fd:520,fd,27,0.3,3,3,0,3,0,3,0,0,0,0.0030532551170865396,0.0
fd:93,fd,41,0.7,7,29,13,13,7,12,1,7,0,0.0042420188422747085,0.003100499227920217
mcv:773,mcv,196,0.3,3,12,3,5,3,4,1,2,1,0.09542024811322825,0.01690115476744003
mcv:172,mcv,174,0.4,4,27,5,27,5,17,10,2,3,8.629785454944013,0.35949445029348115
mcv:291,mcv,378,0.8,8,47,9,44,8,28,16,5,3,5.732470973975397,-1.9948376066929998
mcv:1493,mcv,304,0.7,7,18,3,17,1,17,0,1,0,39.65521122065664,9.356319878861541e-07
fd:230,fd,27,0.9,9,24,3,14,2,14,0,0,2,0.22100530468096635,-0.15969473662536782
mcv:126,mcv,488,0.9,9,61,11,61,11,40,21,6,5,55.801099756498154,9.753240852866744
mcv:846,mcv,314,0.5,5,21,4,13,1,13,0,1,0,0.9781731611031792,0.017711561281724464
mcv:1203,mcv,772,0.8,8,25,7,15,2,15,0,2,0,2.5709891705500882,0.2575273252635282
mcv:190,mcv,936,0.7,7,40,9,30,4,29,1,0,3,411.0960837766869,-9.284084506363344
fd:422,fd,27,0.4,4,11,5,5,2,4,1,2,0,0.001280912731402406,0.0009044608446311386
fd:376,fd,27,0.3,3,5,1,3,1,3,0,1,0,0.21345813435496708,0.2534945912617892
fd:321,fd,27,0.3,3,12,3,3,1,3,0,0,1,0.039227639580356355,-0.06731205527886974
mcv:565,mcv,244,0.5,5,25,5,14,5,13,1,3,2,0.9896454223563598,-0.013994647711534247
mcv:629,mcv,440,0.8,8,37,3,20,1,16,4,1,0,7.994210160951455,0.005966402053655173
fd:623,fd,27,0.9,9,9,0,9,0,9,0,0,0,0.07105245911461666,0.0
fd:568,fd,27,1.0,10,16,4,11,1,11,0,1,0,0.02807905699553781,0.0022905116869542663
fd:687,fd,41,1.0,10,17,3,17,3,17,0,3,0,2.0930191397358335,0.4024373523138769
fd:86,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.0021288638282461747,0.0
mcv:1303,mcv,536,1.0,10,34,6,14,1,14,0,1,0,2.7650377636631767,0.11156446889470839
mcv:2142,mcv,682,0.7,7,7,0,7,0,7,0,0,0,2.8976695925393914,0.0
mcv:2023,mcv,270,0.7,7,12,2,7,0,7,0,0,0,0.482982380810397,0.0
mcv:940,mcv,274,0.6,6,22,8,14,8,14,0,3,5,3.403623810693756,0.37146674177749617
mcv:885,mcv,222,0.5,5,22,3,6,1,6,0,1,0,1.6021196063393752,0.6417900065733466
fd:223,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.07344816336043425,0.0
fd:49,fd,27,0.7,7,38,4,31,3,23,8,2,1,0.009901446458742358,0.0006083379569639114
mcv:357,mcv,756,0.8,8,40,8,23,4,14,9,1,3,71.07775200499802,1.2576118504259455
fd:58,fd,27,0.6,6,24,6,14,3,13,1,1,2,0.31165807242015076,-0.019094949423384744
fd:534,fd,41,0.2,2,4,0,2,0,2,0,0,0,0.0036205873200865213,0.0
mcv:1205,mcv,636,0.6,6,22,2,15,0,15,0,0,0,10.626095949655392,0.0
mcv:1324,mcv,222,1.0,10,35,5,13,0,10,3,0,0,217.4268180211746,0.0
mcv:1870,mcv,664,1.0,10,18,2,18,2,10,8,0,2,3.832369362948115,-0.0051394715795813894
mcv:1269,mcv,304,0.8,8,19,13,8,4,8,0,3,1,14.233650032331767,3.0415340295515634
mcv:1815,mcv,388,1.0,10,26,4,16,1,16,0,1,0,7.837927577692958,0.565566667997939
mcv:976,mcv,266,0.9,9,39,6,26,6,25,1,4,2,3.6041200651523257,0.03546435711529772
mcv:2053,mcv,772,0.4,4,7,1,5,0,5,0,0,0,2.7858970220224157,0.0
mcv:1159,mcv,388,0.6,6,22,2,6,1,6,0,1,0,0.36871661895517027,0.09974354010866882
fd:314,fd,27,1.0,10,36,4,27,3,27,0,3,0,0.012058533423916717,0.0012676593433171846
mcv:512,mcv,480,0.5,5,26,4,8,2,6,0,2,0,4.755701226558347,0.9568972312226354
mcv:2190,mcv,410,0.6,6,6,0,6,0,6,0,0,0,1.0365236838134175,0.0
mcv:869,mcv,448,0.8,8,33,7,20,1,19,1,1,0,5.1227963978123086,0.6040908846739117
mcv:1415,mcv,1386,0.7,7,23,5,8,5,7,1,4,1,13.297964493043354,3.4162456610004894
fd:570,fd,27,0.3,3,6,0,3,0,3,0,0,0,0.00313362356436242,0.0
fd:744,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.01477439069099784,0.0
mcv:158,mcv,838,0.2,2,11,5,8,5,5,3,4,1,0.8664681488160682,-41.19747222166968
fd:271,fd,27,0.2,2,2,0,2,0,2,0,0,0,0.0004480468454488573,0.0
fd:643,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.04211310041281391,0.0
fd:216,fd,27,0.5,5,18,7,8,7,7,1,4,3,0.011459016799169275,-0.0009625195380944529
mcv:112,mcv,170,0.7,7,43,13,41,13,35,6,8,5,0.9492572172137164,0.2742623152231949
fd:280,fd,41,0.7,7,31,4,23,4,18,5,2,2,0.007615071554802455,7.481396386843642e-07
fd:225,fd,27,0.7,7,13,1,7,0,7,0,0,0,0.018384772260979787,0.0
mcv:469,mcv,856,0.7,7,33,9,17,3,12,5,2,1,6.27385896082202,0.8664963813177311
fd:399,fd,27,0.3,3,14,1,10,0,9,1,0,0,0.06312682236057232,0.0
mcv:841,mcv,330,0.9,9,28,17,19,9,18,1,6,3,11.631823757862094,4.019905181365793
fd:289,fd,27,0.3,3,5,1,3,0,3,0,0,0,0.03832890839502956,0.0
mcv:1918,mcv,218,0.9,9,15,3,15,3,15,0,3,0,0.7085164315390655,0.11939690004193859
fd:179,fd,27,0.4,4,11,1,4,0,4,0,0,0,0.07318025351390167,0.0
mcv:1808,mcv,378,0.8,8,21,3,11,1,11,0,0,1,3.084854964895653,-0.1652501630085239
mcv:551,mcv,588,0.6,6,29,7,23,4,18,5,3,1,6.509176952219733,0.3073177533701523
mcv:2110,mcv,408,0.5,5,7,3,5,0,5,0,0,0,3.2120380800206707,0.0
mcv:1216,mcv,772,0.7,7,25,3,13,1,12,1,0,1,5.59119344736582,-0.004938571625079824
fd:545,fd,41,0.8,8,16,0,12,0,12,0,0,0,0.10471883399164716,0.0
mcv:14,mcv,410,0.9,9,76,14,56,11,52,4,10,1,66.98308767975577,11.09449654692387
mcv:2174,mcv,1254,0.4,4,4,0,4,0,4,0,0,0,4.736076387150388,0.0
fd:728,fd,41,0.8,8,8,0,8,0,8,0,0,0,0.4709452937938772,0.0
mcv:798,mcv,382,0.3,3,11,4,5,1,3,2,0,1,0.936249501053978,-0.0018751045947196232
mcv:1518,mcv,748,0.6,6,17,1,11,0,11,0,0,0,2.6598180253179393,0.0
mcv:1463,mcv,288,0.9,9,31,5,11,1,10,0,1,0,3.517654392067106,0.37657058983751734
fd:499,fd,27,0.7,7,17,4,13,1,12,1,1,0,0.006025065390312889,0.0005749809323698507
fd:136,fd,27,0.2,2,7,1,3,1,2,1,0,1,0.012956776354765331,-0.007650521715727665
mcv:270,mcv,488,0.9,9,53,10,50,10,43,7,9,1,6.536434669075887,1.402940742579251
mcv:1536,mcv,476,0.2,2,3,3,2,2,2,0,0,2,0.21342840061028312,-0.6395766107279686
mcv:96,mcv,594,1.0,10,56,24,56,24,37,19,15,9,55.02040568532241,16.66952365349677
mcv:990,mcv,414,0.8,8,35,5,12,2,12,0,0,2,18415.950766399623,-0.6316581303684365
mcv:880,mcv,196,0.5,5,24,1,8,1,5,0,1,0,1.840633710067135,2096.222346243883
mcv:706,mcv,476,0.6,6,26,4,14,3,8,0,0,2,20.12036359442458,-0.644596223833827
fd:154,fd,41,0.5,5,5,0,5,0,5,0,0,0,1.8403272768480328,0.0
fd:141,fd,41,0.8,8,22,2,8,0,8,0,0,0,0.07815262912966148,0.0
mcv:50,mcv,170,0.2,2,13,5,13,5,10,3,2,3,1.187865119353436,-0.21057733473496132
mcv:361,mcv,580,0.7,7,37,5,18,1,16,2,1,0,8.630219322747573,0.001936392404347398
fd:474,fd,41,1.0,10,34,6,29,5,29,0,5,0,0.013015053239169072,0.0020466152509541757
mcv:425,mcv,422,0.2,2,10,2,8,1,5,3,0,1,0.818215422831241,-0.008107994492877912
mcv:544,mcv,230,0.7,7,37,5,27,3,21,6,2,1,7.584282590580313,0.06907366115644709
fd:593,fd,27,0.6,6,9,3,7,1,6,1,0,1,0.1054890915673452,-0.06478682275482184
mcv:1209,mcv,1072,0.1,1,3,1,2,1,2,0,0,1,0.6494481339848535,-0.23180963582965863
mcv:2112,mcv,148,0.2,2,4,0,2,0,2,0,0,0,2.349591987027999,0.0
mcv:1392,mcv,274,0.3,3,9,3,4,0,4,0,0,0,1.2587803682386773,0.0
mcv:2066,mcv,428,0.5,5,9,1,8,1,8,0,1,0,0.794478223042578,4.439707135261983e-08
mcv:919,mcv,266,0.8,8,34,6,20,2,20,0,2,0,1.4802640402987124,0.15164385776448452
mcv:571,mcv,226,0.2,2,7,5,3,0,3,0,0,0,0.5853645956225548,0.0
mcv:1703,mcv,896,0.4,4,11,1,4,0,4,0,0,0,1.8207912421422314,0.0
mcv:2249,mcv,484,0.5,5,5,0,5,0,5,0,0,0,0.6068505352848497,0.0
mcv:635,mcv,1366,0.7,7,33,2,11,0,8,3,0,0,8.838984059088743,0.0
fd:629,fd,41,0.9,9,9,0,9,0,9,0,0,0,1.4124149512961455,0.0
fd:501,fd,27,0.5,5,9,1,5,1,5,0,1,0,0.06054190841210283,0.0270167875344125
mcv:937,mcv,448,0.9,9,39,6,21,4,21,0,3,0,2187.501198274307,281.2617479577003
mcv:1056,mcv,936,1.0,10,35,5,11,2,11,0,0,2,2.471767715728805,-1.0819394559443571
fd:211,fd,27,0.3,3,6,0,3,0,3,0,0,0,0.20430195422988917,0.0
fd:330,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.03522386216006934,0.0
mcv:946,mcv,436,0.8,8,30,10,8,1,8,0,1,0,1.2580267107979985,0.10728916688154078
mcv:1184,mcv,318,0.2,2,8,0,8,0,6,2,0,0,0.12392704997726267,0.0
mcv:1074,mcv,884,0.9,9,32,4,21,1,21,0,0,1,14.171269945681486,-2.3471820487230843e-08
fd:522,fd,27,0.2,2,2,0,2,0,2,0,0,0,0.10159474355525377,0.0
fd:467,fd,27,0.8,8,27,5,16,3,16,0,3,0,0.17558900576834513,0.0485553445859328
mcv:1092,mcv,274,0.1,1,4,0,2,0,2,0,0,0,1.0276634572396997,0.0
mcv:1876,mcv,388,0.7,7,14,0,7,0,7,0,0,0,3.1130346149692327,0.0
mcv:1394,mcv,244,0.2,2,5,3,2,0,2,0,0,0,0.19745323639651025,0.0
fd:613,fd,27,0.3,3,5,4,3,3,3,0,0,3,0.0005987979815063049,-0.0009837704944337666
mcv:2123,mcv,1072,0.1,1,1,0,1,0,1,0,0,0,0.4410341396719566,0.0
mcv:628,mcv,550,0.7,7,30,5,13,2,12,1,2,0,30.383897235296338,0.8532868829899913
fd:195,fd,27,0.4,4,12,4,6,4,5,1,2,2,0.038107522347374356,0.004685953626603956
mcv:1412,mcv,874,0.8,8,27,5,9,1,8,1,0,1,23.820361569998127,-0.18990203337505296
fd:85,fd,27,0.4,4,14,10,11,5,11,0,2,3,0.0034257629813068124,-0.03195571068574998
mcv:329,mcv,1244,0.6,6,35,7,25,6,18,7,4,2,7.036825203486314,0.11001919903248014
mcv:1113,mcv,196,0.3,3,10,2,8,1,3,5,1,0,0.13646649945285305,0.007918696041255835
mcv:939,mcv,274,1.0,10,43,7,29,4,21,3,2,1,79.0363393346864,-0.08200812551287595
fd:94,fd,27,0.3,3,6,0,3,0,3,0,0,0,0.0033160353247398966,0.0
mcv:1842,mcv,462,0.8,8,14,2,8,1,8,0,0,1,0.7813704559315697,-0.41937251353153204
mcv:411,mcv,388,0.5,5,25,5,8,2,7,1,1,1,0.4968077760011007,1.8551308000771813
mcv:713,mcv,362,0.1,1,3,2,3,0,2,1,0,0,0.09958571716513531,0.0
mcv:420,mcv,170,0.7,7,30,12,28,12,15,13,4,8,0.35227622812843484,0.00439825325511034
mcv:365,mcv,988,0.1,1,5,1,3,1,3,0,1,0,0.20305403408985456,0.01800488283682289
mcv:1268,mcv,304,0.1,1,3,1,1,1,1,0,1,0,1.0917820469000148,6.677652136157164
mcv:2107,mcv,814,1.0,10,18,2,18,0,18,0,0,0,50.21282470363689,0.0
fd:5,fd,27,0.2,2,10,2,5,1,4,1,1,0,0.0010507070422900444,0.00034759364719372243
fd:188,fd,27,0.7,7,17,4,16,3,13,3,0,3,0.006537741615052717,-0.0019185942244319687
mcv:1698,mcv,620,0.2,2,6,0,2,0,2,0,0,0,3.7868831261094513,0.0
mcv:1405,mcv,248,0.1,1,3,1,3,0,1,0,0,0,0.3418944676184681,0.0
fd:78,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.6548242837021347,0.0
mcv:29,mcv,876,0.9,9,76,14,74,14,40,34,2,12,7934.547983659852,988.1607302841436
mcv:749,mcv,244,0.8,8,37,3,25,2,18,7,1,1,1.6723363746262572,-9.846261929029307
fd:133,fd,27,0.4,4,15,5,6,1,6,0,1,0,0.23589770019535128,0.04341389480557711
fd:679,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.026068007846072883,0.0
mcv:1652,mcv,344,0.3,3,7,2,4,1,3,1,0,1,0.9171205403341498,-0.06286981031701888
fd:197,fd,27,0.3,3,3,0,3,0,3,0,0,0,0.029721827384239008,0.0
fd:32,fd,27,0.6,6,6,0,6,0,6,0,0,0,1.909122763176773,0.0
fd:752,fd,41,0.7,7,7,0,7,0,7,0,0,0,5.268333249328471,0.0
mcv:1835,mcv,506,0.7,7,17,4,7,0,7,0,0,0,3.6571638231238897,0.0
mcv:221,mcv,278,0.8,8,47,9,18,3,18,0,2,1,27.23551380358027,1.118072729907636
mcv:941,mcv,348,0.7,7,30,5,18,3,11,7,0,3,10.088731704347932,-0.4464580100030253
mcv:1606,mcv,1260,0.8,8,22,2,15,2,15,0,1,1,59.34154765930912,-0.4536180774899179
mcv:166,mcv,942,0.2,2,13,3,11,3,10,1,1,2,1.1060523610213386,-0.34682809363958755
mcv:523,mcv,448,0.8,8,39,9,29,8,19,4,3,3,6.131961387464186,1.1402398365507997
mcv:468,mcv,522,0.8,8,40,8,18,4,9,7,0,2,14.413141787742372,-2.169087461521732
mcv:294,mcv,196,0.8,8,47,9,20,4,16,2,3,1,40.60371251601598,-2.192023707854041
fd:581,fd,41,1.0,10,15,5,15,3,15,0,2,1,1.6274481360070434,-1.8970804320381953
mcv:532,mcv,964,0.7,7,37,5,17,0,17,0,0,0,7575.762874291803,0.0
mcv:1316,mcv,222,0.8,8,28,4,10,4,10,0,2,2,4.187775789246563,-0.004225051209135966
mcv:422,mcv,466,0.9,9,43,11,34,10,22,12,5,5,25.458266102806427,3.9357778847676133
mcv:1926,mcv,296,0.7,7,14,0,8,0,8,0,0,0,0.8545377058922712,0.0
mcv:605,mcv,772,0.2,2,11,1,9,1,8,1,0,1,0.3722517089968087,-0.02609845827388857
mcv:4,mcv,288,0.6,6,46,20,42,18,25,13,14,4,39.607567113341865,5.490691185328464
mcv:1325,mcv,728,0.8,8,28,4,13,0,13,0,0,0,2.9987299784463897,0.0
mcv:843,mcv,244,0.6,6,21,9,7,3,7,0,1,2,0.724553257488624,0.019183470977717443
mcv:68,mcv,1012,0.5,5,35,10,35,10,26,9,8,2,2.4577455661251464,0.20139573010266631
mcv:614,mcv,148,0.3,3,17,1,11,0,7,4,0,0,3.593273576980846,0.0
fd:117,fd,27,0.3,3,3,0,3,0,3,0,0,0,0.014224387302794739,0.0
mcv:77,mcv,148,0.1,1,6,3,4,1,4,0,0,1,0.39658733741901653,-0.011863303733448793
mcv:196,mcv,448,0.2,2,10,4,10,4,8,2,3,1,0.28744567036169544,0.045157132811393774
fd:617,fd,27,0.4,4,4,0,4,0,4,0,0,0,0.4178683822886957,0.0
fd:736,fd,27,0.8,8,14,2,8,0,8,0,0,0,0.30511238166604393,0.0
mcv:86,mcv,414,0.8,8,52,12,48,12,30,18,7,5,80.88457879771543,4.213025709854489
mcv:1099,mcv,418,0.4,4,13,3,7,3,7,0,0,3,4.1789089869106215,-12.765176764991358
mcv:1044,mcv,968,0.8,8,21,11,13,9,9,4,6,3,4.952603927392452,0.5112410827853395
mcv:31,mcv,482,0.1,1,7,3,7,3,4,3,3,0,0.11483711126995888,0.2088694413091332
mcv:751,mcv,170,1.0,10,40,10,35,3,29,6,2,1,1.2784332192286971,0.16146102094484616
mcv:324,mcv,846,0.5,5,28,7,26,6,21,5,3,3,8.173120034852458,0.030427143836495585
mcv:879,mcv,714,0.2,2,8,2,3,1,2,1,0,1,5.993577025319314,-2.654890529640852e-08
mcv:1117,mcv,174,0.8,8,27,5,10,2,10,0,2,0,0.2847308820369876,0.1268836442919672
mcv:1837,mcv,936,0.2,2,4,0,2,0,2,0,0,0,0.3262344599559921,0.0
fd:464,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.008380109597002194,0.0
mcv:2148,mcv,408,0.7,7,7,0,7,0,7,0,0,0,29.80470724857488,0.0
mcv:1318,mcv,322,0.8,8,26,6,13,1,13,0,0,1,4.9766558742122955,-0.01032010550073914
mcv:1263,mcv,1002,0.8,8,25,7,20,3,20,0,3,0,2.2922960481655292,0.04252423649172976
fd:174,fd,41,0.9,9,49,5,33,4,26,4,2,1,0.007615753500630262,-0.0008551376109204867
mcv:1565,mcv,318,0.4,4,10,2,4,0,4,0,0,0,0.4509719450096199,0.0
mcv:1684,mcv,196,0.3,3,7,2,7,1,7,0,1,0,0.2387138195467,0.017564972514758637
mcv:1510,mcv,362,0.6,6,18,0,6,0,6,0,0,0,0.6150922121404903,0.0
fd:0,fd,27,0.9,9,48,15,16,6,16,0,5,1,0.6439887711665249,0.1266100759420259
mcv:973,mcv,296,1.0,10,40,10,21,6,20,1,6,0,42.17278436150089,19.512204412402216
mcv:799,mcv,418,0.7,7,31,4,15,0,13,2,0,0,3.026279945077963,0.0
mcv:198,mcv,2208,0.3,3,17,4,14,2,10,4,1,1,6.714523487721717,0.17942170914544486
mcv:2184,mcv,498,0.8,8,8,0,8,0,8,0,0,0,0.778506368740068,0.0
mcv:1757,mcv,434,1.0,10,26,4,16,4,16,0,0,4,3660.360967171396,-2.615482850027899
mcv:863,mcv,244,0.1,1,2,3,2,3,2,0,1,2,0.09336367534977819,-3.4706572014276675
mcv:1101,mcv,896,0.7,7,21,7,16,3,16,0,3,0,1.5380036292696022,0.3000914033145603
mcv:1592,mcv,366,0.1,1,3,0,3,0,2,1,0,0,0.15189016264861954,0.0
mcv:271,mcv,804,0.8,8,51,5,9,0,9,0,0,0,6.527256364597752,0.0
mcv:1949,mcv,1008,0.4,4,8,0,4,0,4,0,0,0,0.870459812185471,0.0
mcv:936,mcv,426,0.7,7,30,5,21,4,18,3,1,3,6.7158940609058,29.981877084128133
mcv:2013,mcv,448,0.1,1,2,0,1,0,1,0,0,0,0.12164992216010595,0.0
mcv:399,mcv,1484,1.0,10,51,9,51,9,40,5,6,0,162.7281084190272,2.0353732996059133
mcv:1784,mcv,292,0.8,8,22,2,8,0,8,0,0,0,5.210534548755324,0.0
fd:338,fd,27,0.3,3,8,1,3,0,3,0,0,0,0.02969819176008892,0.0
fd:283,fd,27,0.6,6,10,2,6,2,6,0,2,0,8.794900016688105,1.6026992226081416
mcv:527,mcv,178,0.1,1,6,0,4,0,4,0,0,0,1.2581734075382613,0.0
fd:402,fd,41,0.3,3,10,2,5,1,5,0,1,0,0.1376892979430846,0.029607700200017906
fd:347,fd,27,0.2,2,3,1,2,0,2,0,0,0,0.011541384530826093,0.0
mcv:1311,mcv,584,0.8,8,26,6,11,0,8,3,0,0,1.0291351058541391,0.0
fd:585,fd,41,0.2,2,2,0,2,0,2,0,0,0,0.0007769925390395116,0.0
mcv:536,mcv,174,0.2,2,10,2,7,0,6,1,0,0,0.06602549190565177,0.0
mcv:109,mcv,270,0.5,5,33,7,33,7,22,11,5,2,2.739922797233879,0.2812404314593966
mcv:829,mcv,550,0.2,2,7,3,6,3,4,2,0,3,0.6980908501636871,-0.1490560422138112
mcv:173,mcv,964,0.9,9,57,15,35,12,21,14,6,6,35.05193842403937,-0.3983426359833482
fd:594,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.6862108274794032,0.0
mcv:1558,mcv,362,1.0,10,29,1,14,0,14,0,0,0,8.828461478737667,0.0
mcv:838,mcv,546,0.6,6,16,14,15,8,15,0,6,2,5.258324432517766,7.924758879150426
mcv:2049,mcv,196,0.1,1,2,0,1,0,1,0,0,0,0.025952844159249366,0.0
fd:57,fd,27,0.7,7,16,5,10,1,10,0,1,0,0.017194196678881557,0.0024144522540185953
mcv:2113,mcv,222,0.5,5,6,4,5,0,5,0,0,0,0.18009159099466543,0.0
fd:121,fd,27,0.4,4,17,7,10,4,7,3,3,1,0.00274031303292932,-0.04439690600890045
mcv:1457,mcv,458,0.2,2,6,2,3,2,2,1,2,0,0.3452380820879566,6.219002690599496e-08
fd:185,fd,27,0.5,5,10,0,5,0,5,0,0,0,0.018287939786100216,0.0
mcv:1103,mcv,612,0.9,9,34,2,25,2,20,5,2,0,11.317619491210706,0.8502369983416649
mcv:1649,mcv,410,0.8,8,23,1,14,0,14,0,0,0,150.80190336814982,0.0
fd:624,fd,27,0.7,7,12,2,7,2,7,0,0,2,0.9438990432080367,-0.1966758939013813
fd:514,fd,27,0.2,2,2,2,2,0,2,0,0,0,0.007939799581778928,0.0
mcv:584,mcv,356,0.1,1,5,1,1,1,1,0,1,0,0.2759461301038184,0.0005408229971159972
fd:404,fd,27,0.1,1,2,2,2,2,2,0,0,2,0.0011469893046223145,-0.034166151000695866
mcv:2088,mcv,642,0.7,7,12,2,10,2,10,0,2,0,5.017355780947094,0.2720214836985857
fd:523,fd,27,0.9,9,25,2,14,1,14,0,1,0,0.25228226584564206,0.01635141018802555
mcv:1313,mcv,798,0.3,3,10,2,8,1,7,1,1,0,2.805250696488846,0.009807399587327348
fd:587,fd,27,0.5,5,9,1,7,0,7,0,0,0,0.001531898486561989,0.0
mcv:538,mcv,278,0.7,7,33,9,18,1,13,5,0,1,2.7867118324258096,-0.022631207376100804
fd:651,fd,27,0.5,5,5,0,5,0,5,0,0,0,0.1669286667286265,0.0
mcv:721,mcv,318,0.2,2,9,1,4,1,4,0,0,1,1.6850008407165284,-0.129455026075733
mcv:120,mcv,170,0.5,5,28,12,18,9,17,1,7,2,1.7852125459237946,1.3066468833121492
mcv:65,mcv,196,0.9,9,68,13,60,12,42,15,7,4,252.45742264880104,3.4223793290353006
mcv:2225,mcv,318,0.2,2,2,0,2,0,2,0,0,0,1.227039104043655,0.0
